Symbol,Name,Price,Volume,P/E,PE Percentile,P/B,PB Percentile,P/S,PS Percentile,EV/EBITDA,EV/EBITDA Percentile,EV/Revenue,EV/Revenue Percentile,RV Score
MLP,Maui Land & Pineapple Company Inc. Common Stock,9.1757,906,32.5,,5.12,,8.11,,26.53,,8.17,,
MLR,Miller Industries Inc. Common Stock,27.94,3603,23.5,,1.12,,0.39,,10.43,,0.41,,
MLSS,Milestone Scientific Inc. Common Stock,0.792,26831,,,3.94,,4.8,,-4.45,,3.78,,
MLYS,Mineralys Therapeutics Inc. Common Stock,17.43,30801,,,,,,,-24.59,,,,
MMAT,Meta Materials Inc. Common Stock,0.597,4494128,,,0.56,,16.75,,-2.22,,17.43,,
MMC,Marsh & McLennan Companies Inc. Common Stock,161.48,353130,26.84,,7.62,,3.95,,17.5,,4.45,,
MMLP,Martin Midstream Partners L.P. Limited Partnership,2.71,19516,49.8,,,,0.1,,5.95,,0.63,,
MMM,3M Company Common Stock,108.22,5118993,10.58,,4.03,,1.79,,8.32,,2.11,,
MMP,Magellan Midstream Partners L.P. Limited Partnership,54.0297,421178,12.97,,6.41,,3.48,,11.55,,4.99,,
MMS,Maximus Inc. Common Stock,81.68,55078,26.56,,3.16,,1.07,,14.76,,1.41,,
MMSI,Merit Medical Systems Inc. Common Stock,69.65,75644,53.59,,3.46,,3.46,,23.49,,3.7,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,10.06,16373,,,0.89,,,,,,,,
MNKD,MannKind Corporation Common Stock,4.715,954969,,,,,17.39,,-27.97,,15.0,,
MNOV,Medicinova Inc Common Stock,2.18,12409,,,1.53,,,,-3.36,,,,
MNRO,Monro Inc. Common Stock,50.25,50854,35.18,,2.24,,1.23,,13.79,,1.68,,
MNST,Monster Beverage Corporation,101.84,944809,44.48,,7.37,,8.38,,31.0,,7.78,,
MNTK,Montauk Renewables Inc. Common Stock,9.81,37840,40.75,,6.42,,6.91,,20.66,,6.87,,
MNTS,Momentus Inc. Class A Common Stock,0.7655,160883,,,1.1,,361.94,,-0.13,,44.93,,
MNTX,Manitex International Inc. Common Stock,5.0,695,,,2.08,,0.45,,-194.71,,0.82,,
MO,Altria Group Inc.,46.315,2447476,14.55,,,,4.05,,12.07,,5.1,,
MOD,Modine Manufacturing Company Common Stock,25.28,81711,18.67,,2.67,,0.59,,9.43,,0.72,,
MODG,Topgolf Callaway Brands Corp. Common Stock,23.245,315401,28.27,,1.14,,1.17,,14.69,,1.76,,
MODN,Model N Inc. Common Stock,33.27,35185,,,11.13,,5.43,,-266.0,,5.56,,
MODV,ModivCare Inc. Common Stock,97.5,26090,,,3.91,,0.55,,15.2,,0.96,,
MOFG,MidWestOne Financial Gp Common Stock,29.74,3984,7.73,,0.95,,2.2,,,,,,
MOGO,Mogo Inc. Common Shares,0.6539,36687,,,0.37,,1.0,,-0.93,,1.34,,
MOH,Molina Healthcare Inc Common Stock,276.89,107902,20.32,,5.38,,0.5,,8.03,,0.34,,
MOMO,Hello Group Inc. American Depositary Shares,9.1,369268,,,1.15,,0.94,,-0.39,,0.06,,
MORN,Morningstar Inc. Common Stock,206.0,31451,126.59,,7.31,,4.76,,29.69,,5.19,,
MOS,Mosaic Company (The) Common Stock,55.89,2838867,5.39,,1.51,,1.01,,3.71,,1.12,,
MOV,Movado Group Inc. Common Stock,34.55,16721,7.77,,1.61,,1.05,,4.59,,0.87,,
MP,MP Materials Corp. Common Stock,30.695,5814467,23.57,,4.85,,13.14,,16.04,,11.11,,
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,11.27,6590,,,0.81,,,,,,,,
MPAA,Motorcar Parts  of America Inc. Common Stock,13.08,15520,,,0.82,,0.4,,17.42,,0.8,,
MPB,Mid Penn Bancorp Common Stock,30.24,6933,8.83,,0.94,,2.86,,,,,,
MPC,Marathon Petroleum Corporation Common Stock,128.91,937805,4.42,,1.99,,0.36,,2.86,,0.4,,
MPLX,MPLX LP Common Units Representing Limited Partner Interests,34.835,798156,9.23,,2.61,,3.32,,9.03,,5.19,,
MPTI,M-tron Industries Inc. Common Stock,10.35,6213,16.71,,1.45,,0.91,,9.34,,0.89,,
MPU,Mega Matrix Corp. Common Stock,1.48,6578,,,5.95,,68.93,,-5.61,,41.78,,
MPV,Barings Participation Investors Common Stock,13.05,902,10.44,,0.86,,9.59,,,,,,
MPW,Medical Properties Trust Inc. common stock,10.546,12703033,6.71,,0.7,,3.91,,12.12,,10.5,,
MPWR,Monolithic Power Systems Inc. Common Stock,478.75,80967,53.51,,13.73,,13.05,,38.77,,12.36,,
MPX,Marine Products Corporation Common Stock,13.12,6758,10.59,,3.46,,1.1,,7.4,,1.04,,
MQ,Marqeta Inc. Class A Common Stock,4.515,9019784,,,1.67,,3.28,,-4.44,,1.2,,
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,10.0701,10458,,,0.82,,,,,,,,
MRC,MRC Global Inc. Common Stock,11.5,206371,18.87,,2.45,,0.29,,10.57,,0.54,,
MRCY,Mercury Systems Inc Common Stock,53.4,109800,,,2.01,,3.0,,31.44,,3.6,,
MRIN,Marin Software Incorporated Common Stock,1.07,37182,,,0.56,,0.85,,0.29,,-0.28,,
MRK,Merck & Company Inc. Common Stock (new),107.16,1637787,18.61,,5.86,,4.56,,13.47,,4.84,,
MRKR,Marker Therapeutics Inc. Common Stock,2.09,8526,,,0.77,,4.08,,-0.22,,1.71,,
MRNA,Moderna Inc. Common Stock,137.505,1321284,6.74,,2.74,,2.99,,4.39,,2.32,,
MRO,Marathon Oil Corporation Common Stock,25.92,2864619,4.9,,1.42,,2.35,,3.79,,2.89,,
MRTN,Marten Transport Ltd. Common Stock,22.23,38268,16.32,,2.54,,1.43,,7.09,,1.35,,
MRTX,Mirati Therapeutics Inc. Common Stock,43.805,165171,,,2.34,,215.08,,-2.02,,126.9,,
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,15.185,294818,8.96,,3.92,,4.33,,3.3,,2.14,,
MRVL,Marvell Technology Inc. Common Stock,44.8526,3665660,22.15,,2.49,,6.59,,25.44,,7.31,,
MS,Morgan Stanley Common Stock,95.455,1431077,15.69,,1.78,,3.29,,,,,,
MSA,MSA Safety Incorporated Common Stock,134.455,13012,29.46,,5.73,,3.46,,18.03,,3.74,,
MSB,Mesabi Trust Common Stock,27.07,8958,13.56,,24.16,,12.59,,13.29,,12.06,,
MSCI,MSCI Inc Common Stock,510.09,84551,48.71,,,,18.86,,33.43,,20.19,,
MSEX,Middlesex Water Company Common Stock,76.83,26489,33.12,,3.49,,8.63,,20.78,,10.56,,
MSFT,Microsoft Corporation Common Stock,247.13,9789018,27.71,,10.14,,9.16,,18.4,,8.9,,
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,61.0,39615,104.99,,1.04,,1.07,,102.14,,2.14,,
MSGM,Motorsport Games Inc. Class A Common Stock,8.79,27288,,,3.54,,0.69,,-0.58,,1.42,,
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),194.49,21190,85.71,,1.57,,5.25,,53.92,,6.4,,
MSI,Motorola Solutions Inc. Common Stock,262.665,112386,33.14,,378.92,,4.96,,22.41,,5.4,,
MSM,MSC Industrial Direct Company Inc. Common Stock,85.135,62343,13.5,,3.45,,1.26,,9.92,,1.47,,
MSN,Emerson Radio Corporation Common Stock,0.5836,634,,,0.53,,1.65,,4.05,,-1.73,,
MSTR,MicroStrategy Incorporated Common Stock Class A,248.9,258242,,,,,5.95,,253.59,,10.88,,
MSVB,Mid-Southern Bancorp Inc. Common Stock,12.76,4,18.85,,1.19,,4.04,,,,,,
MTA,Metalla Royalty & Streaming Ltd. Common Shares,4.62,44829,,,2.09,,78.62,,-37.16,,82.15,,
MTB,M&T Bank Corporation Common Stock,150.0,689085,13.47,,1.12,,3.11,,,,,,
MTCH,Match Group Inc. Common Stock,41.4,673462,33.14,,10.97,,3.83,,26.16,,4.65,,
MTD,Mettler-Toledo International Inc. Common Stock,1450.69,22980,37.33,,,,8.31,,27.13,,8.58,,
MTDR,Matador Resources Company Common Stock,55.815,295119,5.47,,2.12,,2.17,,3.26,,2.37,,
MTEM,Molecular Templates Inc. Common Stock,0.44,31199,,,6.49,,0.77,,0.03,,-0.06,,
MTEX,Mannatech Incorporated Common Stock,17.15,323,7.42,,1.67,,0.24,,4.74,,0.16,,
MTG,MGIC Investment Corporation Common Stock,13.71,357722,4.93,,0.86,,3.65,,,,3.69,,
MTH,Meritage Homes Corporation Common Stock,105.82,201195,4.08,,1.01,,0.64,,3.28,,0.68,,
MTN,Vail Resorts Inc. Common Stock,234.35,130194,27.38,,7.5,,3.64,,13.24,,4.32,,
MTR,Mesa Royalty Trust Common Stock,17.6299,2869,10.83,,11.7,,9.46,,53.48,,8.76,,
MTRN,Materion Corporation,114.02,33129,27.36,,2.91,,1.34,,15.8,,1.6,,
MTRX,Matrix Service Company Common Stock,6.61,26099,,,0.93,,0.23,,-4.26,,0.24,,
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,67.375,107504,14.77,,5.62,,7.02,,15.45,,6.97,,
MTTR,Matterport Inc. Class A Common Stock,2.8,1785065,,,1.43,,6.04,,-3.74,,2.66,,
MTW,Manitowoc Company Inc. (The) Common Stock,19.5,157301,44.67,,1.26,,0.33,,-41.42,,0.51,,
MTX,Minerals Technologies Inc. Common Stock,61.91,33165,16.29,,1.25,,0.94,,9.45,,1.31,,
MTZ,MasTec Inc. Common Stock,100.97,171206,230.17,,2.77,,0.75,,15.19,,1.03,,
MU,Micron Technology Inc. Common Stock,55.05,7875650,10.37,,1.27,,2.35,,4.36,,2.32,,
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,6.935,1707811,30.09,,0.71,,2.03,,,,,,
MULN,Mullen Automotive Inc. Common Stock,0.2122,73191598,0.04,,,,,,-0.44,,,,
MUR,Murphy Oil Corporation Common Stock,40.27,174785,6.36,,1.22,,1.46,,3.52,,1.98,,
MUSA,Murphy USA Inc. Common Stock,255.63,48443,9.08,,8.64,,0.26,,6.5,,0.33,,
MUX,McEwen Mining Inc. Common Stock,6.9934,147324,,,0.94,,2.91,,-8.58,,2.98,,
MVIS,MicroVision Inc. Common Stock,2.42,503092,,,4.37,,589.85,,-6.41,,266.04,,
MVO,MV Oil Trust Units of Beneficial Interests,12.52,28821,7.14,,21.73,,6.65,,7.1,,6.61,,
MVST,Microvast Holdings Inc. Common Stock,1.23,580408,,,0.64,,1.85,,-2.07,,1.47,,
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,10.6163,12573,,,0.83,,,,,,,,
MWA,MUELLER WATER PRODUCTS Common Stock,13.855,105565,27.74,,3.15,,1.69,,14.05,,1.95,,
MX,Magnachip Semiconductor Corporation Common Stock,9.34,83217,,,0.96,,1.25,,14.32,,0.56,,
MXC,Mexco Energy Corporation Common Stock,12.603,1377,6.04,,1.73,,2.98,,4.08,,2.83,,
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,10.12,78,19.12,,0.95,,,,,,-31.88,,
MXF,Mexico Fund Inc. (The) Common Stock,16.91,8671,18.05,,0.96,,16.85,,,,,,
MXL,MaxLinear Inc. Common Stock,33.79,121701,22.07,,3.98,,2.47,,9.99,,2.36,,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,10.44,46993,,,0.82,,,,,,,,
MYE,Myers Industries Inc. Common Stock,20.855,220041,16.51,,3.64,,1.01,,10.2,,1.14,,
MYGN,Myriad Genetics Inc. Common Stock,22.5,299999,,,1.89,,2.6,,-21.84,,2.54,,
MYMD,MyMD Pharmaceuticals Inc. Common Stock,1.86,189546,,,3.86,,,,-4.29,,,,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,9.82,18959,,,0.81,,,,,,,,
MYO,Myomo Inc. Common Stock,0.6555,247953,,,1.63,,0.28,,-0.56,,0.38,,
MYOV,Myovant Sciences Ltd. Common Shares,26.955,1096598,,,,,6.81,,-19.33,,7.16,,
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,3.76,64516,,,1.6,,1.72,,7.95,,0.97,,
MYSZ,My Size Inc. Common Stock,1.55,70426,,,0.45,,0.62,,0.13,,-0.54,,
NAD,Nuveen Quality Municipal Income Fund Common Stock,11.1701,208659,,,0.95,,,,,,,,
NAII,Natural Alternatives International Inc. Common Stock,9.0,3872,6.41,,0.61,,0.3,,4.91,,0.41,,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,10.51,18941,,,0.83,,,,,,,,
NAT,Nordic American Tankers Limited Common Stock,4.53,2723085,63.29,,1.71,,2.64,,27.79,,3.45,,
NATH,Nathan's Famous Inc. Common Stock,76.85,900,16.93,,,,2.45,,10.85,,2.9,,
NATI,National Instruments Corporation Common Stock,50.13,277959,47.73,,5.7,,4.01,,25.39,,4.28,,
NATR,Nature's Sunshine Products Inc. Common Stock,10.205,2942,20.2,,1.52,,0.49,,6.14,,0.39,,
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,0.3192,36339,,,,,607.53,,-0.49,,462.37,,
NAVI,Navient Corporation Common Stock,17.825,198068,4.02,,0.78,,1.5,,,,,,
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,11.22,8128,,,0.89,,,,,,,,
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,10.3001,27317,,,0.94,,,,,,,,
NBIX,Neurocrine Biosciences Inc. Common Stock,100.755,320953,66.09,,5.83,,6.85,,39.02,,6.2,,
NBN,Northeast Bank Common Stock,44.0,4019,8.22,,1.26,,3.1,,,,,,
NBR,Nabors Industries Ltd.,154.505,37991,,,3.85,,0.5,,5.88,,1.32,,
NBSE,NeuBase Therapeutics Inc.  Common Stock,0.2097,39744,,,0.37,,,,0.17,,,,
NBTB,NBT Bancorp Inc. Common Stock,39.57,15768,11.43,,1.47,,3.37,,,,,,
NBY,NovaBay Pharmaceuticals Inc. Common Stock,2.17,2561,,,0.32,,0.27,,-0.4,,0.25,,
NC,NACCO Industries Inc. Common Stock,38.01,3507,4.07,,0.67,,1.22,,2.41,,0.94,,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,14.745,6879075,3.81,,93.13,,1.31,,-28.66,,3.94,,
NCMI,National CineMedia Inc. Common Stock,0.228,386616,13.57,,,,0.09,,31.58,,4.87,,
NCNA,NuCana plc American Depositary Share,1.37,40498,,,1.12,,,,-0.26,,,,
NCNO,nCino Inc. Common Stock,26.165,109707,,,2.86,,7.66,,-37.58,,7.8,,
NCR,NCR Corporation Common Stock,25.345,114208,75.09,,2.4,,0.46,,8.45,,1.19,,
NCRA,Nocera Inc. Common Stock,1.1,66,,,1.96,,0.61,,-0.83,,0.68,,
NCSM,NCS Multistage Holdings Inc. Common Stock,24.49,232,,,0.67,,0.39,,16.62,,0.41,,
NCTY,The9 Limited American Depository Shares,0.95,190247,,,0.56,,2.52,,-0.04,,0.41,,
NDAQ,Nasdaq Inc. Common Stock,55.78,628163,24.81,,4.46,,4.48,,17.58,,5.23,,
NDLS,Noodles & Company Class A Common Stock,5.98,7230,140.09,,7.5,,0.56,,33.56,,1.09,,
NDSN,Nordson Corporation Common Stock,220.02,41910,25.61,,5.14,,4.91,,17.96,,5.24,,
NECB,NorthEast Community Bancorp Inc. Common Stock,15.6307,2664,9.91,,0.96,,3.76,,,,,,
NEE,NextEra Energy Inc. Common Stock,71.335,7074721,33.82,,3.6,,6.71,,22.22,,9.76,,
NEGG,Newegg Commerce Inc. Common Shares,1.3018,153394,,,2.85,,0.27,,-20.72,,0.28,,
NEO,NeoGenomics Inc. Common Stock,17.03,356891,,,2.12,,4.04,,-25.86,,4.49,,
NEOG,Neogen Corporation Common Stock,18.34,473270,39.44,,1.28,,3.92,,74.82,,7.32,,
NEON,Neonode Inc. Common Stock,7.58,25085,,,5.11,,19.45,,-17.77,,17.55,,
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,0.5102,15243,,,0.57,,0.06,,-0.25,,0.42,,
NERV,Minerva Neurosciences Inc Common Stock,2.06,4250,,,2.68,,,,1.52,,0.03,,
NET,Cloudflare Inc. Class A Common Stock,58.59,1965802,,,31.77,,20.08,,-236.77,,20.25,,
NEU,NewMarket Corp Common Stock,348.01,13338,12.37,,4.36,,1.25,,9.34,,1.57,,
NEWR,New Relic Inc. Common Stock,73.84,122024,,,14.69,,5.49,,-44.65,,5.38,,
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),14.5,25693,11.06,,0.99,,4.08,,,,,,
NFG,National Fuel Gas Company Common Stock,57.69,67264,8.75,,2.07,,2.3,,6.23,,3.37,,
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,11.85,54827,,,0.82,,,,,,,,
NFLX,Netflix Inc. Common Stock,311.19,2038248,32.37,,6.9,,4.6,,7.46,,4.8,,
NG,Novagold Resources Inc.,5.725,123885,,,64.22,,,,-42.33,,,,
NGC,Northern Genesis Acquisition Corp. III Common Stock,10.1499,45402,37.57,,1.32,,,,-109.45,,,,
NGD,New Gold Inc.,0.9398,418192,,,0.63,,1.0,,5.19,,1.27,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,61.46,82277,13.11,,1.5,,1.84,,13.91,,4.84,,
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,3.525,644799,,,0.58,,0.05,,6.18,,0.41,,
NGS,Natural Gas Services Group Inc. Common Stock,10.8,1683,,,0.59,,1.74,,7.87,,1.72,,
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,10.855,5960,14.84,,1.58,,0.23,,11.78,,0.56,,
NGVT,Ingevity Corporation Common Stock ,82.295,140861,15.14,,5.18,,2.11,,10.36,,2.69,,
NHC,National HealthCare Corporation Common Stock,55.52,9881,39.42,,1.0,,0.82,,12.02,,0.76,,
NHI,National Health Investors Inc. Common Stock,53.455,48894,36.3,,1.84,,8.65,,19.35,,12.44,,
NHTC,Natural Health Trends Corp. Common Stock,5.31,5020,176.33,,1.2,,1.23,,77.54,,-0.1,,
NHWK,NightHawk Biosciences Inc. Common Stock,0.9263,4445,,,0.28,,2.87,,0.63,,-3.15,,
NI,NiSource Inc Common Stock,27.085,966443,15.78,,1.84,,2.03,,11.34,,4.14,,
NICE,NICE Ltd American Depositary Shares,207.87,141089,52.18,,4.36,,6.36,,24.17,,5.67,,
NICK,Nicholas Financial Inc. Common Stock,6.42,235,,,0.47,,1.02,,,,4.75,,
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,19.601,15033,,,0.75,,,,,,,,
NINE,Nine Energy Service Inc. Common Stock,10.27,242126,,,,,0.6,,9.56,,1.29,,
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,8.705,38275500,,,4.29,,2.04,,-2.06,,0.37,,
NKE,Nike Inc. Common Stock,118.82,1503605,33.5,,12.04,,3.84,,25.32,,3.78,,
NKG,Nuveen Georgia Quality Municipal Income Fund ,9.74,7821,,,0.85,,,,,,,,
NKLA,Nikola Corporation Common Stock,2.115,5199692,,,2.27,,18.78,,-1.86,,26.5,,
NKSH,National Bankshares Inc. Common Stock,41.62,1958,9.66,,2.01,,4.22,,,,,,
NKTR,Nektar Therapeutics  Common Stock,1.495,874830,,,0.77,,3.07,,0.21,,-0.92,,
NKTX,Nkarta Inc. Common Stock,4.465,109035,,,0.53,,,,0.94,,,,
NL,NL Industries Inc. Common Stock,7.2603,1178,6.27,,0.95,,2.15,,3.23,,1.36,,
NLS,Nautilus Inc. Common Stock,1.6417,68648,,,0.62,,0.15,,-1.34,,0.35,,
NLTX,Neoleukin Therapeutics Inc. Common Stock,0.5023,17251,,,0.21,,,,1.27,,,,
NLY,Annaly Capital Management Inc. Common Stock,19.7722,2336537,5.28,,1.05,,4.36,,,,,,
NM,Navios Maritime Holdings Inc. Common Stock,2.83,110949,,,0.72,,0.11,,5.6,,1.09,,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,12.07,25634,,,,,,,,,,,
NMFC,New Mountain Finance Corporation Common Stock,12.665,62948,11.87,,0.97,,12.33,,,,22.84,,
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,26.955,56236,1.47,,0.36,,0.72,,2.34,,1.76,,
NMR,Nomura Holdings Inc ADR American Depositary Shares,4.015,208541,15.04,,0.54,,1.56,,,,,,
NMRK,Newmark Group Inc. Class A Common Stock,7.68,203232,17.41,,0.89,,0.73,,6.93,,0.91,,
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,10.621,3749,,,0.88,,,,,,,,
NMTR,9 Meters Biopharma Inc. Common Stock,1.6683,7273,,,1.61,,,,-0.6,,,,
NNBR,NN Inc. Common Stock,1.84,18109,,,0.41,,0.16,,9.27,,0.7,,
NNN,National Retail Properties Common Stock,45.245,147366,23.98,,1.99,,10.38,,17.18,,15.7,,
NNVC,NanoViricides Inc. Common Stock,1.3001,6850,,,0.77,,,,-0.38,,,,
NOA,North American Construction Group Ltd. Common Shares (no par),17.0469,28460,10.79,,2.0,,1.03,,3.15,,0.93,,
NOAH,Noah Holdings Limited,19.7323,10168,7.55,,0.9,,2.47,,0.83,,0.25,,
NOC,Northrop Grumman Corporation Common Stock,463.7533,168446,14.75,,4.64,,1.97,,10.82,,2.27,,
NOG,Northern Oil and Gas Inc. Common Stock,32.09,329992,3.61,,3.68,,1.4,,3.85,,2.15,,
NOK,Nokia Corporation Sponsored American Depositary Shares,4.635,11161273,5.78,,1.14,,0.99,,6.39,,0.89,,
NOM,Nuveen Missouri Quality Municipal Income Fund ,10.294,6260,,,0.9,,,,,,,,
NOMD,Nomad Foods Limited Ordinary Shares,17.45,219082,11.6,,1.12,,0.98,,10.13,,1.7,,
NOTV,Inotiv Inc. Common Stock,7.24,106329,,,0.65,,0.31,,-2.13,,0.97,,
NOV,NOV Inc. Common Stock,22.48,1240543,56.1,,1.69,,1.19,,16.03,,1.37,,
NOVA,Sunnova Energy International Inc. Common Stock,17.08,806842,,,1.59,,3.61,,59.96,,12.69,,
NOVN,Novan Inc. Common Stock,1.4147,13850,,,5.1,,2.1,,-0.71,,1.71,,
NOVT,Novanta Inc. Common Stock,145.0,58421,69.68,,8.87,,5.99,,35.36,,6.55,,
NOW,ServiceNow Inc. Common Stock,429.12,486856,270.11,,17.43,,12.14,,99.75,,11.83,,
NPK,National Presto Industries Inc. Common Stock,71.225,11470,24.94,,1.56,,1.76,,16.23,,1.45,,
NPO,EnPro Industries Inc,109.5764,28318,344.06,,1.64,,2.09,,16.45,,2.5,,
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,11.5357,451,,,0.95,,,,,,,,
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,11.0687,21604,,,0.82,,,,,,,,
NR,Newpark Resources Inc. Common Stock,4.71,189342,,,0.9,,0.48,,16.83,,0.6,,
NRC,National Research Corporation Common Stock (Delaware),45.85,9389,35.24,,15.3,,7.4,,22.3,,7.25,,
NRG,NRG Energy Inc. Common Stock,32.705,990583,6.39,,1.98,,0.25,,5.28,,0.49,,
NRIM,Northrim BanCorp Inc Common Stock,52.26,5411,9.96,,1.37,,2.37,,,,,,
NRP,Natural Resource Partners LP Limited Partnership,61.32,64561,4.28,,1.21,,3.0,,2.8,,2.74,,
NRT,North European Oil Royality Trust Common Stock,11.92,56019,4.77,,156.82,,4.62,,4.35,,4.23,,
NS,Nustar Energy L.P.  Common Units,15.965,137432,43.16,,1.13,,1.05,,6.95,,2.87,,
NSC,Norfolk Southern Corporation Common Stock,225.87,186309,16.2,,4.02,,4.16,,10.98,,5.21,,
NSIT,Insight Enterprises Inc. Common Stock,135.57,77797,17.48,,2.76,,0.47,,10.63,,0.48,,
NSP,Insperity Inc. Common Stock,123.365,40337,26.71,,57.71,,0.8,,14.48,,0.73,,
NSSC,NAPCO Security Technologies Inc. Common Stock,31.97,161622,46.1,,9.03,,7.29,,32.05,,7.01,,
NSTG,NanoString Technologies Inc. Common Stock,9.71,125802,,,9.47,,3.38,,-3.4,,3.83,,
NSYS,Nortech Systems Incorporated Common Stock,15.1,4641,5.43,,1.35,,0.31,,5.48,,0.43,,
NTAP,NetApp Inc. Common Stock,63.59,283549,11.15,,12.63,,2.23,,9.69,,2.04,,
NTCT,NetScout Systems Inc. Common Stock,27.83,56071,37.92,,1.01,,2.34,,11.92,,2.08,,
NTES,NetEase Inc. American Depositary Shares,85.485,1571911,18.93,,3.55,,3.87,,1.87,,0.44,,
NTGR,NETGEAR Inc. Common Stock,17.87,16561,,,0.84,,0.56,,-12.0,,0.37,,
NTIC,Northern Technologies International Corporation Common Stock,12.97,351,51.52,,1.88,,1.63,,18.82,,1.59,,
NTIP,Network-1 Technologies Inc. Common Stock,2.15,26536,,,0.91,,153.5,,-0.94,,8.51,,
NTLA,Intellia Therapeutics Inc. Common Stock,44.53,1853411,,,2.9,,60.18,,-5.6,,48.44,,
NTNX,Nutanix Inc. Class A Common Stock,28.34,464496,,,,,3.89,,-21.31,,4.04,,
NTR,Nutrien Ltd. Common Shares,81.25,974562,5.42,,1.51,,1.1,,3.92,,1.33,,
NTRA,Natera Inc. Common Stock,56.18,1591940,,,8.39,,6.51,,-10.49,,7.04,,
NTRB,Nutriband Inc. Common Stock,3.97,1474,,,3.14,,16.53,,-4.52,,13.67,,
NTRS,Northern Trust Corporation Common Stock,92.25,289299,15.52,,1.91,,2.94,,,,,,
NTWK,NetSol Technologies Inc. Common  Stock,2.6577,6810,,,0.77,,0.58,,44.05,,0.36,,
NU,Nu Holdings Ltd. Class A Ordinary Shares,4.745,10240333,,,4.66,,7.65,,,,,,
NUE,Nucor Corporation Common Stock,173.85,542279,5.82,,2.3,,1.06,,3.85,,1.06,,
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,12.32,4941,,,0.84,,,,,,,,
NURO,NeuroMetrix Inc. Common Stock,1.73,7894,,,0.58,,1.65,,1.55,,-0.89,,
NUS,Nu Skin Enterprises Inc. Common Stock,40.61,89954,19.66,,2.24,,0.92,,9.73,,1.01,,
NUTX,Nutex Health Inc. Common Stock,1.26,245310,5.34,,7.72,,2.26,,4.71,,2.89,,
NUV,Nuveen Municipal Value Fund Inc. Common Stock,8.77,237578,,,1.01,,,,,,,,
NUVA,NuVasive Inc. Common Stock,42.485,109833,56.14,,2.56,,2.04,,13.77,,2.48,,
NUVL,Nuvalent Inc. Class A Common Stock,28.94,40092,,,7.0,,,,-22.21,,,,
NVAX,Novavax Inc. Common Stock,6.97,4837385,,,,,0.27,,0.16,,-0.08,,
NVCN,Neovasc Inc. Common Shares,29.14,4246,0.12,,2.85,,25.41,,-1.97,,19.95,,
NVDA,NVIDIA Corporation Common Stock,227.26,16273957,133.43,,25.95,,21.58,,95.57,,21.21,,
NVEC,NVE Corporation Common Stock,76.4,38208,20.6,,5.93,,11.69,,17.27,,11.32,,
NVEE,NV5 Global Inc. Common Stock,105.55,14245,32.54,,2.8,,2.38,,17.72,,2.48,,
NVEI,Nuvei Corporation Subordinate Voting Shares,30.865,49624,75.05,,2.25,,5.37,,18.54,,4.94,,
NVFY,Nova Lifestyle Inc. Common Stock,0.66,3125,4.8,,0.33,,0.35,,-0.26,,0.34,,
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),13.89,105711,,,0.91,,,,11.35,,3.52,,
NVIV,InVivo Therapeutics Holdings Corp Common Stock,2.0,10835,,,0.38,,,,0.54,,,,
NVO,Novo Nordisk A/S Common Stock,143.832,304920,40.48,,26.68,,12.7,,4.17,,1.81,,
NVOS,Novo Integrated Sciences Inc. Common Stock,0.1317,24851135,,,0.15,,0.14,,-3.96,,0.68,,
NVR,NVR Inc. Common Stock,5163.15,3606,10.52,,4.79,,1.72,,6.62,,1.45,,
